"Race recode (White, Black, Other)",Age recode with <1 year olds,Year of death recode,Sex,State,Count
1,3,2,0,30,37
1,3,2,0,31,10
1,3,2,0,32,74
1,3,2,0,33, 
1,3,2,0,34, 
1,3,2,0,35, 
1,3,2,0,36, 
1,3,2,0,37, 
1,3,2,0,38, 
1,3,2,0,39, 
1,3,2,0,40, 
1,3,2,0,41, 
1,3,2,0,42, 
1,3,2,0,43,66
1,3,2,0,44, 
1,3,2,0,45, 
1,3,2,0,46, 
1,3,2,0,47,21
1,3,2,0,48, 
1,3,2,0,49, 
1,3,2,0,50, 
1,3,2,0,51, 
1,3,2,1,0, 
1,3,2,1,1, 
1,3,2,1,2, 
1,3,2,1,3, 
1,3,2,1,4,77
1,3,2,1,5, 
1,3,2,1,6, 
1,3,2,1,7, 
1,3,2,1,8, 
1,3,2,1,9, 
1,3,2,1,10, 
1,3,2,1,11, 
1,3,2,1,12, 
1,3,2,1,13,26
1,3,2,1,14, 
1,3,2,1,15,16
1,3,2,1,16, 
1,3,2,1,17,15
1,3,2,1,18, 
1,3,2,1,19, 
1,3,2,1,20, 
1,3,2,1,21,15
1,3,2,1,22, 
1,3,2,1,23, 
1,3,2,1,24, 
1,3,2,1,25, 
1,3,2,1,26, 
1,3,2,1,27, 
1,3,2,1,28, 
1,3,2,1,29, 
1,3,2,1,30,22
1,3,2,1,31, 
1,3,2,1,32,43
1,3,2,1,33, 
1,3,2,1,34, 
1,3,2,1,35, 
1,3,2,1,36, 
1,3,2,1,37, 
1,3,2,1,38, 
1,3,2,1,39, 
1,3,2,1,40, 
1,3,2,1,41, 
1,3,2,1,42, 
1,3,2,1,43,35
1,3,2,1,44, 
1,3,2,1,45, 
1,3,2,1,46, 
1,3,2,1,47,10
1,3,2,1,48, 
1,3,2,1,49, 
1,3,2,1,50, 
1,3,2,1,51, 
1,3,2,2,0, 
1,3,2,2,1, 
1,3,2,2,2, 
1,3,2,2,3, 
1,3,2,2,4,43
1,3,2,2,5, 
1,3,2,2,6, 
1,3,2,2,7, 
1,3,2,2,8, 
1,3,2,2,9, 
1,3,2,2,10, 
1,3,2,2,11, 
1,3,2,2,12, 
1,3,2,2,13,27
1,3,2,2,14, 
1,3,2,2,15, 
1,3,2,2,16, 
1,3,2,2,17,10
1,3,2,2,18, 
1,3,2,2,19, 
1,3,2,2,20, 
1,3,2,2,21,11
1,3,2,2,22, 
1,3,2,2,23, 
1,3,2,2,24, 
1,3,2,2,25, 
1,3,2,2,26, 
1,3,2,2,27, 
1,3,2,2,28, 
1,3,2,2,29, 
1,3,2,2,30,15
1,3,2,2,31, 
1,3,2,2,32,31
1,3,2,2,33, 
1,3,2,2,34, 
1,3,2,2,35, 
1,3,2,2,36, 
1,3,2,2,37, 
1,3,2,2,38, 
1,3,2,2,39, 
1,3,2,2,40, 
1,3,2,2,41, 
1,3,2,2,42, 
1,3,2,2,43,31
1,3,2,2,44, 
1,3,2,2,45, 
1,3,2,2,46, 
1,3,2,2,47,11
1,3,2,2,48, 
1,3,2,2,49, 
1,3,2,2,50, 
1,3,2,2,51, 
1,3,3,0,0, 
1,3,3,0,1, 
1,3,3,0,2,15
1,3,3,0,3, 
1,3,3,0,4,89
1,3,3,0,5, 
1,3,3,0,6,15
1,3,3,0,7, 
1,3,3,0,8, 
1,3,3,0,9, 
1,3,3,0,10,15
1,3,3,0,11, 
1,3,3,0,12, 
1,3,3,0,13,49
1,3,3,0,14, 
1,3,3,0,15,19
1,3,3,0,16, 
1,3,3,0,17,19
1,3,3,0,18, 
1,3,3,0,19, 
1,3,3,0,20, 
1,3,3,0,21,37
1,3,3,0,22, 
1,3,3,0,23, 
1,3,3,0,24, 
1,3,3,0,25, 
1,3,3,0,26, 
1,3,3,0,27, 
1,3,3,0,28, 
1,3,3,0,29, 
1,3,3,0,30,38
1,3,3,0,31, 
1,3,3,0,32,70
1,3,3,0,33, 
1,3,3,0,34, 
1,3,3,0,35, 
1,3,3,0,36, 
1,3,3,0,37, 
1,3,3,0,38, 
1,3,3,0,39, 
1,3,3,0,40, 
1,3,3,0,41, 
1,3,3,0,42, 
1,3,3,0,43,61
1,3,3,0,44, 
1,3,3,0,45, 
1,3,3,0,46, 
1,3,3,0,47,16
1,3,3,0,48, 
1,3,3,0,49, 
1,3,3,0,50, 
1,3,3,0,51, 
1,3,3,1,0, 
1,3,3,1,1, 
1,3,3,1,2, 
1,3,3,1,3, 
1,3,3,1,4,52
1,3,3,1,5, 
1,3,3,1,6, 
1,3,3,1,7, 
1,3,3,1,8, 
1,3,3,1,9, 
1,3,3,1,10, 
1,3,3,1,11, 
1,3,3,1,12, 
1,3,3,1,13,29
1,3,3,1,14, 
1,3,3,1,15,12
1,3,3,1,16, 
1,3,3,1,17,14
1,3,3,1,18, 
1,3,3,1,19, 
1,3,3,1,20, 
1,3,3,1,21,22
1,3,3,1,22, 
1,3,3,1,23, 
1,3,3,1,24, 
1,3,3,1,25, 
1,3,3,1,26, 
1,3,3,1,27, 
1,3,3,1,28, 
1,3,3,1,29, 
1,3,3,1,30,19
1,3,3,1,31, 
1,3,3,1,32,48
1,3,3,1,33, 
1,3,3,1,34, 
1,3,3,1,35, 
1,3,3,1,36, 
1,3,3,1,37, 
1,3,3,1,38, 
1,3,3,1,39, 
1,3,3,1,40, 
1,3,3,1,41, 
1,3,3,1,42, 
1,3,3,1,43,42
1,3,3,1,44, 
1,3,3,1,45, 
1,3,3,1,46, 
1,3,3,1,47,12
1,3,3,1,48, 
1,3,3,1,49, 
1,3,3,1,50, 
1,3,3,1,51, 
1,3,3,2,0, 
1,3,3,2,1, 
1,3,3,2,2, 
1,3,3,2,3, 
1,3,3,2,4,37
1,3,3,2,5, 
1,3,3,2,6, 
1,3,3,2,7, 
1,3,3,2,8, 
1,3,3,2,9, 
1,3,3,2,10, 
1,3,3,2,11, 
1,3,3,2,12, 
1,3,3,2,13,20
1,3,3,2,14, 
1,3,3,2,15, 
1,3,3,2,16, 
1,3,3,2,17, 
1,3,3,2,18, 
1,3,3,2,19, 
1,3,3,2,20, 
1,3,3,2,21,15
1,3,3,2,22, 
1,3,3,2,23, 
1,3,3,2,24, 
1,3,3,2,25, 
1,3,3,2,26, 
1,3,3,2,27, 
1,3,3,2,28, 
1,3,3,2,29, 
1,3,3,2,30,19
1,3,3,2,31, 
1,3,3,2,32,22
1,3,3,2,33, 
1,3,3,2,34, 
1,3,3,2,35, 
1,3,3,2,36, 
1,3,3,2,37, 
1,3,3,2,38, 
1,3,3,2,39, 
1,3,3,2,40, 
1,3,3,2,41, 
1,3,3,2,42, 
1,3,3,2,43,19
1,3,3,2,44, 
1,3,3,2,45, 
1,3,3,2,46, 
1,3,3,2,47, 
1,3,3,2,48, 
1,3,3,2,49, 
1,3,3,2,50, 
1,3,3,2,51, 
1,3,4,0,0, 
1,3,4,0,1, 
1,3,4,0,2,12
1,3,4,0,3, 
1,3,4,0,4,92
1,3,4,0,5, 
1,3,4,0,6,12
1,3,4,0,7, 
1,3,4,0,8, 
1,3,4,0,9, 
1,3,4,0,10,17
1,3,4,0,11, 
1,3,4,0,12, 
1,3,4,0,13,40
1,3,4,0,14, 
1,3,4,0,15, 
1,3,4,0,16, 
1,3,4,0,17,17
1,3,4,0,18,19
1,3,4,0,19, 
1,3,4,0,20, 
1,3,4,0,21,26
1,3,4,0,22, 
1,3,4,0,23, 
1,3,4,0,24, 
1,3,4,0,25, 
1,3,4,0,26, 
1,3,4,0,27, 
1,3,4,0,28, 
1,3,4,0,29, 
1,3,4,0,30,29
1,3,4,0,31, 
1,3,4,0,32,68
1,3,4,0,33, 
1,3,4,0,34, 
1,3,4,0,35, 
1,3,4,0,36, 
1,3,4,0,37, 
1,3,4,0,38, 
1,3,4,0,39, 
1,3,4,0,40, 
1,3,4,0,41, 
1,3,4,0,42, 
1,3,4,0,43,45
1,3,4,0,44, 
1,3,4,0,45, 
1,3,4,0,46, 
1,3,4,0,47,15
1,3,4,0,48, 
1,3,4,0,49, 
1,3,4,0,50, 
1,3,4,0,51, 
1,3,4,1,0, 
1,3,4,1,1, 
1,3,4,1,2, 
1,3,4,1,3, 
1,3,4,1,4,59
1,3,4,1,5, 
1,3,4,1,6, 
1,3,4,1,7, 
1,3,4,1,8, 
1,3,4,1,9, 
1,3,4,1,10,14
1,3,4,1,11, 
1,3,4,1,12, 
1,3,4,1,13,24
1,3,4,1,14, 
1,3,4,1,15, 
1,3,4,1,16, 
1,3,4,1,17,12
1,3,4,1,18,11
1,3,4,1,19, 
1,3,4,1,20, 
1,3,4,1,21,12
1,3,4,1,22, 
1,3,4,1,23, 
1,3,4,1,24, 
1,3,4,1,25, 
1,3,4,1,26, 
1,3,4,1,27, 
1,3,4,1,28, 
1,3,4,1,29, 
1,3,4,1,30,20
1,3,4,1,31, 
1,3,4,1,32,45
1,3,4,1,33, 
1,3,4,1,34, 
1,3,4,1,35, 
1,3,4,1,36, 
1,3,4,1,37, 
1,3,4,1,38, 
1,3,4,1,39, 
1,3,4,1,40, 
1,3,4,1,41, 
1,3,4,1,42, 
1,3,4,1,43,22
1,3,4,1,44, 
1,3,4,1,45, 
1,3,4,1,46, 
1,3,4,1,47, 
1,3,4,1,48, 
1,3,4,1,49, 
1,3,4,1,50, 
1,3,4,1,51, 
1,3,4,2,0, 
1,3,4,2,1, 
1,3,4,2,2, 
1,3,4,2,3, 
1,3,4,2,4,33
1,3,4,2,5, 
1,3,4,2,6, 
1,3,4,2,7, 
1,3,4,2,8, 
1,3,4,2,9, 
1,3,4,2,10, 
1,3,4,2,11, 
1,3,4,2,12, 
1,3,4,2,13,16
1,3,4,2,14, 
1,3,4,2,15, 
1,3,4,2,16, 
1,3,4,2,17, 
1,3,4,2,18, 
1,3,4,2,19, 
1,3,4,2,20, 
1,3,4,2,21,14
1,3,4,2,22, 
1,3,4,2,23, 
1,3,4,2,24, 
1,3,4,2,25, 
1,3,4,2,26, 
1,3,4,2,27, 
1,3,4,2,28, 
1,3,4,2,29, 
1,3,4,2,30, 
1,3,4,2,31, 
1,3,4,2,32,23
1,3,4,2,33, 
1,3,4,2,34, 
1,3,4,2,35, 
1,3,4,2,36, 
1,3,4,2,37, 
1,3,4,2,38, 
1,3,4,2,39, 
1,3,4,2,40, 
1,3,4,2,41, 
1,3,4,2,42, 
1,3,4,2,43,23
1,3,4,2,44, 
1,3,4,2,45, 
1,3,4,2,46, 
1,3,4,2,47, 
1,3,4,2,48, 
1,3,4,2,49, 
1,3,4,2,50, 
1,3,4,2,51, 
1,3,5,0,0, 
1,3,5,0,1, 
1,3,5,0,2,14
1,3,5,0,3, 
1,3,5,0,4,72
1,3,5,0,5, 
1,3,5,0,6, 
1,3,5,0,7, 
1,3,5,0,8, 
1,3,5,0,9, 
1,3,5,0,10,11
1,3,5,0,11, 
1,3,5,0,12, 
1,3,5,0,13,36
1,3,5,0,14, 
1,3,5,0,15, 
1,3,5,0,16, 
1,3,5,0,17,12
1,3,5,0,18,12
1,3,5,0,19, 
1,3,5,0,20, 
1,3,5,0,21,21
1,3,5,0,22, 
1,3,5,0,23, 
1,3,5,0,24, 
1,3,5,0,25, 
1,3,5,0,26, 
1,3,5,0,27, 
1,3,5,0,28, 
1,3,5,0,29, 
1,3,5,0,30, 
1,3,5,0,31, 
1,3,5,0,32,61
1,3,5,0,33, 
1,3,5,0,34, 
1,3,5,0,35, 
1,3,5,0,36, 
1,3,5,0,37, 
1,3,5,0,38, 
1,3,5,0,39, 
1,3,5,0,40, 
1,3,5,0,41, 
1,3,5,0,42, 
1,3,5,0,43,51
1,3,5,0,44, 
1,3,5,0,45, 
1,3,5,0,46, 
1,3,5,0,47,14
1,3,5,0,48, 
1,3,5,0,49, 
1,3,5,0,50, 
1,3,5,0,51, 
1,3,5,1,0, 
1,3,5,1,1, 
1,3,5,1,2, 
1,3,5,1,3, 
1,3,5,1,4,44
1,3,5,1,5, 
1,3,5,1,6, 
1,3,5,1,7, 
1,3,5,1,8, 
1,3,5,1,9, 
1,3,5,1,10, 
1,3,5,1,11, 
1,3,5,1,12, 
1,3,5,1,13,18
1,3,5,1,14, 
1,3,5,1,15, 
1,3,5,1,16, 
1,3,5,1,17, 
1,3,5,1,18, 
1,3,5,1,19, 
1,3,5,1,20, 
1,3,5,1,21,12
1,3,5,1,22, 
1,3,5,1,23, 
1,3,5,1,24, 
1,3,5,1,25, 
1,3,5,1,26, 
1,3,5,1,27, 
1,3,5,1,28, 
1,3,5,1,29, 
1,3,5,1,30, 
1,3,5,1,31, 
1,3,5,1,32,32
1,3,5,1,33, 
1,3,5,1,34, 
1,3,5,1,35, 
1,3,5,1,36, 
1,3,5,1,37, 
1,3,5,1,38, 
1,3,5,1,39, 
1,3,5,1,40, 
1,3,5,1,41, 
1,3,5,1,42, 
1,3,5,1,43,29
1,3,5,1,44, 
1,3,5,1,45, 
1,3,5,1,46, 
1,3,5,1,47, 
1,3,5,1,48, 
1,3,5,1,49, 
1,3,5,1,50, 
1,3,5,1,51, 
1,3,5,2,0, 
1,3,5,2,1, 
1,3,5,2,2, 
1,3,5,2,3, 
1,3,5,2,4,28
1,3,5,2,5, 
1,3,5,2,6, 
1,3,5,2,7, 
1,3,5,2,8, 
1,3,5,2,9, 
1,3,5,2,10, 
1,3,5,2,11, 
1,3,5,2,12, 
1,3,5,2,13,18
1,3,5,2,14, 
1,3,5,2,15, 
1,3,5,2,16, 
1,3,5,2,17, 
1,3,5,2,18, 
1,3,5,2,19, 
1,3,5,2,20, 
1,3,5,2,21, 
1,3,5,2,22, 
1,3,5,2,23, 
1,3,5,2,24, 
1,3,5,2,25, 
1,3,5,2,26, 
1,3,5,2,27, 
1,3,5,2,28, 
1,3,5,2,29, 
1,3,5,2,30, 
1,3,5,2,31, 
1,3,5,2,32,29
1,3,5,2,33, 
1,3,5,2,34, 
1,3,5,2,35, 
1,3,5,2,36, 
1,3,5,2,37, 
1,3,5,2,38, 
1,3,5,2,39, 
1,3,5,2,40, 
1,3,5,2,41, 
1,3,5,2,42, 
1,3,5,2,43,22
1,3,5,2,44, 
1,3,5,2,45, 
1,3,5,2,46, 
1,3,5,2,47, 
1,3,5,2,48, 
1,3,5,2,49, 
1,3,5,2,50, 
1,3,5,2,51, 
1,3,6,0,0, 
1,3,6,0,1, 
1,3,6,0,2, 
1,3,6,0,3, 
1,3,6,0,4,70
1,3,6,0,5, 
1,3,6,0,6, 
1,3,6,0,7, 
1,3,6,0,8, 
1,3,6,0,9, 
1,3,6,0,10,13
1,3,6,0,11, 
1,3,6,0,12, 
1,3,6,0,13,33
1,3,6,0,14, 
1,3,6,0,15, 
1,3,6,0,16, 
1,3,6,0,17, 
1,3,6,0,18,11
1,3,6,0,19, 
1,3,6,0,20, 
1,3,6,0,21,12
1,3,6,0,22, 
1,3,6,0,23, 
1,3,6,0,24, 
1,3,6,0,25, 
1,3,6,0,26, 
1,3,6,0,27, 
1,3,6,0,28, 
1,3,6,0,29, 
1,3,6,0,30,24
1,3,6,0,31, 
1,3,6,0,32,41
1,3,6,0,33, 
1,3,6,0,34, 
1,3,6,0,35, 
1,3,6,0,36, 
1,3,6,0,37, 
1,3,6,0,38, 
1,3,6,0,39, 
1,3,6,0,40, 
1,3,6,0,41, 
1,3,6,0,42, 
1,3,6,0,43,49
1,3,6,0,44, 
1,3,6,0,45, 
1,3,6,0,46, 
1,3,6,0,47, 
1,3,6,0,48, 
1,3,6,0,49, 
1,3,6,0,50, 
1,3,6,0,51, 
1,3,6,1,0, 
1,3,6,1,1, 
1,3,6,1,2, 
1,3,6,1,3, 
1,3,6,1,4,41
1,3,6,1,5, 
1,3,6,1,6, 
1,3,6,1,7, 
1,3,6,1,8, 
1,3,6,1,9, 
1,3,6,1,10, 
1,3,6,1,11, 
1,3,6,1,12, 
1,3,6,1,13,24
1,3,6,1,14, 
1,3,6,1,15, 
1,3,6,1,16, 
1,3,6,1,17, 
1,3,6,1,18, 
1,3,6,1,19, 
1,3,6,1,20, 
1,3,6,1,21, 
1,3,6,1,22, 
1,3,6,1,23, 
1,3,6,1,24, 
1,3,6,1,25, 
1,3,6,1,26, 
1,3,6,1,27, 
1,3,6,1,28, 
1,3,6,1,29, 
1,3,6,1,30,11
1,3,6,1,31, 
1,3,6,1,32,24
1,3,6,1,33, 
1,3,6,1,34, 
1,3,6,1,35, 
1,3,6,1,36, 
1,3,6,1,37, 
1,3,6,1,38, 
1,3,6,1,39, 
1,3,6,1,40, 
1,3,6,1,41, 
1,3,6,1,42, 
1,3,6,1,43,25
1,3,6,1,44, 
1,3,6,1,45, 
1,3,6,1,46, 
1,3,6,1,47, 
1,3,6,1,48, 
1,3,6,1,49, 
1,3,6,1,50, 
1,3,6,1,51, 
1,3,6,2,0, 
1,3,6,2,1, 
1,3,6,2,2, 
1,3,6,2,3, 
1,3,6,2,4,29
1,3,6,2,5, 
1,3,6,2,6, 
1,3,6,2,7, 
1,3,6,2,8, 
1,3,6,2,9, 
1,3,6,2,10, 
1,3,6,2,11, 
1,3,6,2,12, 
1,3,6,2,13, 
1,3,6,2,14, 
1,3,6,2,15, 
1,3,6,2,16, 
1,3,6,2,17, 
1,3,6,2,18, 
1,3,6,2,19, 
1,3,6,2,20, 
1,3,6,2,21, 
1,3,6,2,22, 
1,3,6,2,23, 
1,3,6,2,24, 
1,3,6,2,25, 
1,3,6,2,26, 
1,3,6,2,27, 
1,3,6,2,28, 
1,3,6,2,29, 
1,3,6,2,30,13
1,3,6,2,31, 
1,3,6,2,32,17
1,3,6,2,33, 
1,3,6,2,34, 
1,3,6,2,35, 
1,3,6,2,36, 
1,3,6,2,37, 
1,3,6,2,38, 
1,3,6,2,39, 
1,3,6,2,40, 
1,3,6,2,41, 
1,3,6,2,42, 
1,3,6,2,43,24
1,3,6,2,44, 
1,3,6,2,45, 
1,3,6,2,46, 
1,3,6,2,47, 
1,3,6,2,48, 
1,3,6,2,49, 
1,3,6,2,50, 
1,3,6,2,51, 
1,3,7,0,0, 
1,3,7,0,1, 
1,3,7,0,2,11
1,3,7,0,3, 
1,3,7,0,4,60
1,3,7,0,5, 
1,3,7,0,6, 
1,3,7,0,7, 
1,3,7,0,8, 
1,3,7,0,9, 
1,3,7,0,10,11
1,3,7,0,11, 
1,3,7,0,12, 
1,3,7,0,13,21
1,3,7,0,14, 
1,3,7,0,15, 
1,3,7,0,16, 
1,3,7,0,17, 
1,3,7,0,18, 
1,3,7,0,19, 
1,3,7,0,20, 
1,3,7,0,21, 
1,3,7,0,22, 
1,3,7,0,23, 
1,3,7,0,24, 
1,3,7,0,25, 
1,3,7,0,26, 
1,3,7,0,27, 
1,3,7,0,28, 
1,3,7,0,29, 
1,3,7,0,30,14
1,3,7,0,31, 
1,3,7,0,32,29
1,3,7,0,33, 
1,3,7,0,34, 
1,3,7,0,35, 
1,3,7,0,36, 
1,3,7,0,37, 
1,3,7,0,38, 
1,3,7,0,39, 
1,3,7,0,40, 
1,3,7,0,41, 
1,3,7,0,42, 
1,3,7,0,43,47
1,3,7,0,44, 
1,3,7,0,45, 
1,3,7,0,46, 
1,3,7,0,47,12
1,3,7,0,48, 
1,3,7,0,49, 
1,3,7,0,50, 
1,3,7,0,51, 
1,3,7,1,0, 
1,3,7,1,1, 
1,3,7,1,2, 
1,3,7,1,3, 
1,3,7,1,4,35
1,3,7,1,5, 
1,3,7,1,6, 
1,3,7,1,7, 
1,3,7,1,8, 
1,3,7,1,9, 
1,3,7,1,10, 
1,3,7,1,11, 
1,3,7,1,12, 
1,3,7,1,13, 
1,3,7,1,14, 
1,3,7,1,15, 
1,3,7,1,16, 
1,3,7,1,17, 
1,3,7,1,18, 
1,3,7,1,19, 
1,3,7,1,20, 
1,3,7,1,21, 
1,3,7,1,22, 
1,3,7,1,23, 
1,3,7,1,24, 
1,3,7,1,25, 
1,3,7,1,26, 
1,3,7,1,27, 
1,3,7,1,28, 
1,3,7,1,29, 
1,3,7,1,30, 
1,3,7,1,31, 
1,3,7,1,32,18
1,3,7,1,33, 
1,3,7,1,34, 
1,3,7,1,35, 
1,3,7,1,36, 
1,3,7,1,37, 
1,3,7,1,38, 
1,3,7,1,39, 
1,3,7,1,40, 
1,3,7,1,41, 
1,3,7,1,42, 
1,3,7,1,43,31
1,3,7,1,44, 
1,3,7,1,45, 
1,3,7,1,46, 
1,3,7,1,47, 
1,3,7,1,48, 
1,3,7,1,49, 
1,3,7,1,50, 
1,3,7,1,51, 
1,3,7,2,0, 
1,3,7,2,1, 
1,3,7,2,2, 
1,3,7,2,3, 
1,3,7,2,4,25
1,3,7,2,5, 
1,3,7,2,6, 
1,3,7,2,7, 
1,3,7,2,8, 
1,3,7,2,9, 
1,3,7,2,10, 
1,3,7,2,11, 
1,3,7,2,12, 
1,3,7,2,13,13
1,3,7,2,14, 
1,3,7,2,15, 
1,3,7,2,16, 
1,3,7,2,17, 
1,3,7,2,18, 
1,3,7,2,19, 
1,3,7,2,20, 
1,3,7,2,21, 
1,3,7,2,22, 
1,3,7,2,23, 
1,3,7,2,24, 
1,3,7,2,25, 
1,3,7,2,26, 
1,3,7,2,27, 
1,3,7,2,28, 
1,3,7,2,29, 
1,3,7,2,30, 
1,3,7,2,31, 
1,3,7,2,32,11
1,3,7,2,33, 
1,3,7,2,34, 
1,3,7,2,35, 
1,3,7,2,36, 
1,3,7,2,37, 
1,3,7,2,38, 
1,3,7,2,39, 
1,3,7,2,40, 
1,3,7,2,41, 
1,3,7,2,42, 
1,3,7,2,43,16
1,3,7,2,44, 
1,3,7,2,45, 
1,3,7,2,46, 
1,3,7,2,47, 
1,3,7,2,48, 
1,3,7,2,49, 
1,3,7,2,50, 
1,3,7,2,51, 
1,3,8,0,0, 
1,3,8,0,1, 
1,3,8,0,2, 
1,3,8,0,3, 
1,3,8,0,4,73
1,3,8,0,5, 
1,3,8,0,6, 
1,3,8,0,7, 
1,3,8,0,8, 
1,3,8,0,9, 
1,3,8,0,10, 
1,3,8,0,11, 
1,3,8,0,12, 
1,3,8,0,13,28
1,3,8,0,14, 
1,3,8,0,15, 
1,3,8,0,16, 
1,3,8,0,17, 
1,3,8,0,18, 
1,3,8,0,19, 
1,3,8,0,20, 
1,3,8,0,21,10
1,3,8,0,22, 
1,3,8,0,23, 
1,3,8,0,24, 
1,3,8,0,25, 
1,3,8,0,26, 
1,3,8,0,27, 
1,3,8,0,28, 
1,3,8,0,29, 
1,3,8,0,30,14
1,3,8,0,31, 
1,3,8,0,32,33
1,3,8,0,33, 
1,3,8,0,34, 
1,3,8,0,35, 
1,3,8,0,36, 
1,3,8,0,37, 
1,3,8,0,38, 
1,3,8,0,39, 
1,3,8,0,40, 
1,3,8,0,41, 
1,3,8,0,42, 
1,3,8,0,43,49
1,3,8,0,44, 
1,3,8,0,45, 
1,3,8,0,46, 
1,3,8,0,47, 
1,3,8,0,48, 
1,3,8,0,49, 
1,3,8,0,50, 
1,3,8,0,51, 
1,3,8,1,0, 
1,3,8,1,1, 
1,3,8,1,2, 
1,3,8,1,3, 
1,3,8,1,4,48
1,3,8,1,5, 
1,3,8,1,6, 
1,3,8,1,7, 
1,3,8,1,8, 
1,3,8,1,9, 
1,3,8,1,10, 
1,3,8,1,11, 
1,3,8,1,12, 
1,3,8,1,13,19
1,3,8,1,14, 
1,3,8,1,15, 
1,3,8,1,16, 
1,3,8,1,17, 
1,3,8,1,18, 
1,3,8,1,19, 
1,3,8,1,20, 
1,3,8,1,21, 
1,3,8,1,22, 
1,3,8,1,23, 
1,3,8,1,24, 
1,3,8,1,25, 
1,3,8,1,26, 
1,3,8,1,27, 
1,3,8,1,28, 
1,3,8,1,29, 
1,3,8,1,30, 
1,3,8,1,31, 
1,3,8,1,32,21
1,3,8,1,33, 
1,3,8,1,34, 
1,3,8,1,35, 
1,3,8,1,36, 
1,3,8,1,37, 
1,3,8,1,38, 
1,3,8,1,39, 
1,3,8,1,40, 
1,3,8,1,41, 
1,3,8,1,42, 
1,3,8,1,43,33
1,3,8,1,44, 
1,3,8,1,45, 
1,3,8,1,46, 
1,3,8,1,47, 
1,3,8,1,48, 
1,3,8,1,49, 
1,3,8,1,50, 
1,3,8,1,51, 
1,3,8,2,0, 
1,3,8,2,1, 
1,3,8,2,2, 
1,3,8,2,3, 
1,3,8,2,4,25
1,3,8,2,5, 
1,3,8,2,6, 
1,3,8,2,7, 
1,3,8,2,8, 
1,3,8,2,9, 
1,3,8,2,10, 
1,3,8,2,11, 
1,3,8,2,12, 
1,3,8,2,13, 
1,3,8,2,14, 
1,3,8,2,15, 
1,3,8,2,16, 
1,3,8,2,17, 
1,3,8,2,18, 
1,3,8,2,19, 
1,3,8,2,20, 
1,3,8,2,21, 
1,3,8,2,22, 
1,3,8,2,23, 
1,3,8,2,24, 
1,3,8,2,25, 
1,3,8,2,26, 
1,3,8,2,27, 
1,3,8,2,28, 
1,3,8,2,29, 
1,3,8,2,30, 
1,3,8,2,31, 
1,3,8,2,32,12
1,3,8,2,33, 
1,3,8,2,34, 
1,3,8,2,35, 
1,3,8,2,36, 
1,3,8,2,37, 
1,3,8,2,38, 
1,3,8,2,39, 
1,3,8,2,40, 
1,3,8,2,41, 
1,3,8,2,42, 
1,3,8,2,43,16
1,3,8,2,44, 
1,3,8,2,45, 
1,3,8,2,46, 
1,3,8,2,47, 
1,3,8,2,48, 
1,3,8,2,49, 
1,3,8,2,50, 
1,3,8,2,51, 
1,3,9,0,0, 
1,3,9,0,1, 
1,3,9,0,2, 
1,3,9,0,3, 
1,3,9,0,4,68
1,3,9,0,5, 
1,3,9,0,6, 
1,3,9,0,7, 
1,3,9,0,8, 
1,3,9,0,9, 
1,3,9,0,10, 
1,3,9,0,11, 
1,3,9,0,12, 
1,3,9,0,13,15
1,3,9,0,14, 
1,3,9,0,15, 
1,3,9,0,16, 
1,3,9,0,17, 
1,3,9,0,18, 
1,3,9,0,19, 
1,3,9,0,20, 
1,3,9,0,21,11
1,3,9,0,22, 
1,3,9,0,23, 
1,3,9,0,24, 
1,3,9,0,25, 
1,3,9,0,26, 
1,3,9,0,27, 
1,3,9,0,28, 
1,3,9,0,29, 
1,3,9,0,30,13
1,3,9,0,31, 
1,3,9,0,32,27
1,3,9,0,33, 
1,3,9,0,34, 
1,3,9,0,35, 
1,3,9,0,36, 
1,3,9,0,37, 
1,3,9,0,38, 
1,3,9,0,39, 
1,3,9,0,40, 
1,3,9,0,41, 
1,3,9,0,42, 
1,3,9,0,43,55
1,3,9,0,44, 
1,3,9,0,45, 
1,3,9,0,46, 
1,3,9,0,47,11
1,3,9,0,48, 
1,3,9,0,49, 
1,3,9,0,50, 
1,3,9,0,51, 
1,3,9,1,0, 
1,3,9,1,1, 
1,3,9,1,2, 
1,3,9,1,3, 
1,3,9,1,4,38
1,3,9,1,5, 
1,3,9,1,6, 
1,3,9,1,7, 
1,3,9,1,8, 
1,3,9,1,9, 
1,3,9,1,10, 
1,3,9,1,11, 
1,3,9,1,12, 
1,3,9,1,13,10
1,3,9,1,14, 
1,3,9,1,15, 
1,3,9,1,16, 
1,3,9,1,17, 
1,3,9,1,18, 
1,3,9,1,19, 
1,3,9,1,20, 
1,3,9,1,21, 
1,3,9,1,22, 
1,3,9,1,23, 
1,3,9,1,24, 
1,3,9,1,25, 
1,3,9,1,26, 
1,3,9,1,27, 
1,3,9,1,28, 
1,3,9,1,29, 
1,3,9,1,30, 
1,3,9,1,31, 
1,3,9,1,32,16
1,3,9,1,33, 
1,3,9,1,34, 
1,3,9,1,35, 
1,3,9,1,36, 
1,3,9,1,37, 
1,3,9,1,38, 
1,3,9,1,39, 
1,3,9,1,40, 
1,3,9,1,41, 
1,3,9,1,42, 
1,3,9,1,43,31
1,3,9,1,44, 
1,3,9,1,45, 
1,3,9,1,46, 
1,3,9,1,47, 
1,3,9,1,48, 
